timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-18T23:53:29,codecarbon,1e7250e3-6527-41e8-b385-241f0a730438,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,35.1777157000015,2.554959005874617e-06,7.263004305519782e-08,100.0,0.0,10.0,0.0009770913111111,0,9.767689000000244e-05,0.0010747682011111,Canada,CAN,quebec,,,Windows-10-10.0.21996-SP0,3.12.6,3.0.1,8,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz,,,-71.2,46.8,15.808582305908203,machine,N,1.0
2025-05-18T23:54:21,codecarbon,71771d17-cd57-4bd7-ad0e-1a50b4fc067e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,28.93104360000143,0.0006306511028182087,2.1798422190970583e-05,100.0,0.0,10.0,0.0008036100361111192,0,8.034687527778159e-05,0.0008839569113889007,India,IND,odisha,,,Windows-10-10.0.21996-SP0,3.12.6,3.0.1,8,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz,,,85.8334,20.2706,15.808582305908203,machine,N,1.0
